File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_120314,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,0.000 N,0.000 N,0.000 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
5.670,8.624,8.024,8.019,0.900,0.000
5.680,8.624,8.021,8.011,0.900,0.000
5.690,8.624,8.026,8.011,0.900,0.000
5.700,8.627,8.024,8.016,0.900,0.000
5.710,8.627,8.024,8.014,0.900,0.000
5.720,8.621,8.021,8.014,0.900,0.000
5.730,8.624,8.026,8.019,0.900,0.000
5.740,8.621,8.024,8.019,0.900,0.000
5.750,8.624,8.021,8.014,0.900,0.000
5.760,8.624,8.024,8.011,0.900,0.000
5.770,8.627,8.024,8.008,0.900,0.000
5.780,8.619,8.026,8.016,0.900,0.000
5.790,8.624,8.026,8.016,0.900,0.000
5.800,8.627,8.026,8.014,0.900,0.000
5.810,8.624,8.024,8.011,0.900,0.000
5.820,8.621,8.026,8.014,0.900,0.000
5.830,8.621,8.024,8.014,0.900,0.000
5.840,8.619,8.024,8.014,0.900,0.000
5.850,8.627,8.026,8.016,0.900,0.000
5.860,8.627,8.026,8.016,0.900,0.000
5.870,8.630,8.026,8.016,0.900,0.000
5.880,8.624,8.024,8.011,0.900,0.000
5.890,8.627,8.029,8.016,0.900,0.000
5.900,8.627,8.021,8.014,0.900,0.000
5.910,8.624,8.024,8.014,0.900,0.000
5.920,8.624,8.021,8.016,0.900,0.000
5.930,8.624,8.026,8.021,0.900,0.000
5.940,8.624,8.019,8.019,0.900,0.000
5.950,8.627,8.029,8.011,0.900,0.000
5.960,8.627,8.024,8.014,0.900,0.000
5.970,8.619,8.024,8.014,0.900,0.000
5.980,8.627,8.024,8.016,0.900,0.000
5.990,8.627,8.024,8.016,0.900,0.000
6.000,8.624,8.024,8.016,0.900,0.000
6.010,8.630,8.026,8.014,0.900,0.000
6.020,8.627,8.024,8.011,0.900,0.000
6.030,8.624,8.026,8.014,0.900,0.000
6.040,8.621,8.029,8.008,0.900,0.000
6.050,8.624,8.024,8.019,0.900,0.000
6.060,0.000,0.000,0.000,0.900,0.000
6.070,8.621,8.024,8.014,0.900,0.000
6.080,8.627,8.024,8.021,0.900,0.000
6.090,8.627,8.026,8.011,0.900,0.000
6.100,8.624,8.024,8.014,0.900,0.000
6.110,8.621,8.024,8.014,0.900,0.000
6.120,8.624,8.026,8.011,0.900,0.000
6.130,8.624,8.021,8.014,0.900,0.000
6.140,8.627,8.026,8.016,0.900,0.000
6.150,8.624,8.024,8.011,0.900,0.000
6.160,8.624,8.026,8.014,0.900,0.000
6.170,8.624,8.024,8.011,0.900,0.000
6.180,8.621,8.024,8.016,0.900,0.000
6.190,8.630,8.026,8.014,0.900,0.000
6.200,8.621,8.024,8.014,0.900,0.000
6.210,8.624,8.024,8.016,0.900,0.000
6.220,8.624,8.026,8.016,0.900,0.000
6.230,8.624,8.024,8.014,0.900,0.000
6.240,8.624,8.026,8.014,0.900,0.000
6.250,8.621,8.021,8.016,0.900,0.000
6.260,8.624,8.019,8.014,0.900,0.000
6.270,8.630,8.024,8.016,0.900,0.000
6.280,8.624,8.026,8.014,0.900,0.000
6.290,8.624,8.026,8.014,0.900,0.000
6.300,8.624,8.026,8.014,0.900,0.000
6.310,8.624,8.024,8.014,0.900,0.000
6.320,8.624,8.024,8.014,0.900,0.000
6.330,8.624,8.024,8.011,0.900,0.000
6.340,8.624,8.024,8.016,0.900,0.000
6.350,8.624,8.026,8.016,0.900,0.000
6.360,8.627,8.024,8.014,0.900,0.000
6.370,8.621,8.024,8.011,0.900,0.000
6.380,8.624,8.024,8.014,0.900,0.000
6.390,8.624,8.024,8.011,0.900,0.000
6.400,8.627,8.024,8.016,0.900,0.000
6.410,8.630,8.024,8.019,0.900,0.000
6.420,8.624,8.024,8.008,0.900,0.000
6.430,8.624,8.021,8.014,0.900,0.000
6.440,8.627,8.029,8.014,0.900,0.000
6.450,8.624,8.024,8.011,0.900,0.000
6.460,8.619,8.019,8.014,0.900,0.000
6.470,8.621,8.024,8.016,0.900,0.000
6.480,8.624,8.024,8.016,0.900,0.000
6.490,8.621,8.024,8.011,0.900,0.000
6.500,8.624,8.024,8.014,0.900,0.000
6.510,8.624,8.021,8.016,0.900,0.000
6.520,8.624,8.026,8.016,0.900,0.000
6.530,8.619,8.024,8.016,0.900,0.000
6.540,8.627,8.029,8.019,0.900,0.000
6.550,8.624,8.024,8.014,0.900,0.000
6.560,8.627,8.024,8.014,0.900,0.000
6.570,8.624,8.024,8.014,0.900,0.000
6.580,8.624,8.024,8.016,0.900,0.000
6.590,8.627,8.026,8.014,0.900,0.000
6.600,8.627,8.019,8.019,0.900,0.000
6.610,8.624,8.024,8.014,0.900,0.000
6.620,8.624,8.026,8.011,0.900,0.000
6.630,8.624,8.021,8.011,0.900,0.000
6.640,8.627,8.026,8.016,0.900,0.000
6.650,8.633,8.021,8.014,0.900,0.000
6.660,8.627,8.024,8.016,0.000,0.000
6.670,8.621,8.026,8.019,0.000,0.000
6.680,8.624,8.026,8.021,0.900,0.000
6.690,8.630,8.024,8.016,0.900,0.000
6.700,8.627,8.024,8.016,0.900,0.000
6.710,8.630,8.026,8.014,0.900,0.000
6.720,8.627,8.026,8.008,0.900,0.000
6.730,8.621,8.024,8.011,0.900,0.000
6.740,8.624,8.024,8.019,0.900,0.000
6.750,8.627,8.024,8.016,0.900,0.000
6.760,8.627,8.021,8.014,0.900,0.000
6.770,8.621,8.024,8.016,0.900,0.000
6.780,8.627,8.024,8.016,0.900,0.000
6.790,8.624,8.026,8.014,0.900,0.000
6.800,8.624,8.024,8.016,0.900,0.000
6.810,8.624,8.026,8.016,0.900,0.000
6.820,8.624,8.024,8.014,0.900,0.000
6.830,8.624,8.021,8.008,0.900,0.000
6.840,8.627,8.029,8.014,0.900,0.000
6.850,8.624,8.026,8.016,0.900,0.000
6.860,8.621,8.024,8.014,0.900,0.000
6.870,8.627,8.026,8.014,0.900,0.000
6.880,8.624,8.029,8.016,0.900,0.000
6.890,8.621,8.024,8.016,0.900,0.000
6.900,8.627,8.021,8.014,0.900,0.000
6.910,8.624,8.026,8.016,0.900,0.000
6.920,8.621,8.024,8.014,0.900,0.000
6.930,8.624,8.024,8.016,0.900,0.000
6.940,8.621,8.024,8.016,0.900,0.000
6.950,8.627,8.024,8.016,0.900,0.000
6.960,8.621,8.024,8.014,0.900,0.000
6.970,8.621,8.026,8.011,0.900,0.000
6.980,8.624,8.021,8.014,0.900,0.000
6.990,8.627,8.021,8.016,0.900,0.000
7.000,8.633,8.026,8.014,0.900,0.000
7.010,8.624,8.024,8.019,0.900,0.000
7.020,8.624,8.026,8.021,0.900,0.000
7.030,8.621,8.021,8.014,0.900,0.000
7.040,8.624,8.019,8.014,0.900,0.000
7.050,8.624,8.021,8.014,0.900,0.000
7.060,8.624,8.024,8.008,0.900,0.000
7.070,8.619,8.026,8.011,0.900,0.000
7.080,8.627,8.024,8.019,0.900,0.000
7.090,8.624,8.024,8.014,0.900,0.000
7.100,8.624,8.026,8.016,0.900,0.000
7.110,8.624,8.021,8.014,0.900,0.000
7.120,8.624,8.024,8.011,0.900,0.000
7.130,8.624,8.024,8.014,0.900,0.000
7.140,8.621,8.024,8.019,0.900,0.000
7.150,8.621,8.026,8.019,0.900,0.000
7.160,8.627,8.024,8.011,0.900,0.000
7.170,8.624,8.026,8.016,0.900,0.000
7.180,8.624,8.024,8.011,0.900,0.000
7.190,8.624,8.024,8.014,0.900,0.000
7.200,8.627,8.026,8.014,0.900,0.000
7.210,8.627,8.024,8.014,0.900,0.000
7.220,8.621,8.024,8.016,0.900,0.000
7.230,8.624,8.021,8.011,0.900,0.000
7.240,8.624,8.021,8.011,0.900,0.000
7.250,8.624,8.021,8.014,0.900,0.000
7.260,8.627,8.026,8.014,0.900,0.000
7.270,8.621,8.026,8.016,0.900,0.000
7.280,0.000,0.000,0.000,0.900,0.000
7.290,8.624,8.024,8.014,0.900,0.000
7.300,8.621,8.019,8.014,0.900,0.000
7.310,8.624,8.026,8.016,0.900,0.000
7.320,8.627,8.021,8.011,0.900,0.000
7.330,8.624,8.021,8.014,0.900,0.000
7.340,8.627,8.026,8.016,0.900,0.000
7.350,8.627,8.026,8.016,0.900,0.000
7.360,8.624,8.024,8.014,0.900,0.000
7.370,8.624,8.024,8.014,0.900,0.000
7.380,8.624,8.026,8.014,0.900,0.000
7.390,8.624,8.021,8.014,0.900,0.000
7.400,8.624,8.024,8.014,0.900,0.000
7.410,8.627,8.026,8.011,0.900,0.000
7.420,8.627,8.029,8.011,0.900,0.000
7.430,8.624,8.029,8.016,0.900,0.000
7.440,8.627,8.021,8.014,0.900,0.000
7.450,8.621,8.026,8.014,0.900,0.000
7.460,8.630,8.021,8.014,0.900,0.000
7.470,8.624,8.026,8.016,0.900,0.000
7.480,8.627,8.029,8.016,0.900,0.000
7.490,8.621,8.026,8.014,0.900,0.000
7.500,8.624,8.021,8.014,0.900,0.000
7.510,8.630,8.024,8.016,0.900,0.000
7.520,8.627,8.024,8.016,0.900,0.000
7.530,8.627,8.021,8.011,0.900,0.000
7.540,8.630,8.024,8.016,0.900,0.000
7.550,8.627,8.026,8.019,0.900,0.000
7.560,8.621,8.026,8.014,0.900,0.000
7.570,8.624,8.021,8.016,0.900,0.000
7.580,8.624,8.024,8.011,0.900,0.000
7.590,8.627,8.024,8.011,0.900,0.000
7.600,8.621,8.021,8.016,0.900,0.000
7.610,8.624,8.024,8.011,0.900,0.000
7.620,8.624,8.024,8.014,0.900,0.000
7.630,8.621,8.029,8.014,0.900,0.000
7.640,8.627,8.021,8.011,0.900,0.000
7.650,8.624,8.024,8.016,0.900,0.000
7.660,8.624,8.024,8.014,0.900,0.000
7.670,8.621,8.024,8.011,0.900,0.000
7.680,8.624,8.026,8.016,0.900,0.000
7.690,8.624,8.024,8.019,0.900,0.000
7.700,8.624,8.024,8.016,0.900,0.000
7.710,8.621,8.021,8.016,0.900,0.000
7.720,8.624,8.024,8.016,0.900,0.000
7.730,8.630,8.024,8.014,0.900,0.000
7.740,8.621,8.024,8.011,0.900,0.000
7.750,8.627,8.026,8.019,0.900,0.000
7.760,8.624,8.026,8.019,0.900,0.000
7.770,8.621,8.024,8.016,0.900,0.000
7.780,8.627,8.024,8.011,0.900,0.000
7.790,8.624,8.024,8.016,0.900,0.000
7.800,8.621,8.026,8.014,0.900,0.000
7.810,8.621,8.026,8.019,0.900,0.000
7.820,8.624,8.021,8.016,0.900,0.000
7.830,8.627,8.021,8.014,0.900,0.000
7.840,8.624,8.024,8.014,0.900,0.000
7.850,8.621,8.026,8.016,0.900,0.000
7.860,8.624,8.024,8.014,0.900,0.000
7.870,8.621,8.024,8.016,0.900,0.000
7.880,8.624,8.026,8.014,0.900,0.000
7.890,8.621,8.024,8.016,0.900,0.000
7.900,8.624,8.024,8.011,0.900,0.000
7.910,8.621,8.024,8.016,0.900,0.000
7.920,8.627,8.024,8.011,0.900,0.000
7.930,8.624,8.024,8.008,0.900,0.000
7.940,8.627,8.024,8.016,0.900,0.000
7.950,8.624,8.024,8.019,0.900,0.000
7.960,8.624,8.024,8.014,0.900,0.000
7.970,8.627,8.026,8.011,0.900,0.000
7.980,8.621,8.024,8.011,0.900,0.000
7.990,8.621,8.026,8.014,0.900,0.000
8.000,8.624,8.026,8.014,0.900,0.000
8.010,8.621,8.024,8.016,0.900,0.000
8.020,8.627,8.029,8.016,0.900,0.000
8.030,8.624,8.024,8.014,0.900,0.000
8.040,8.624,8.019,8.014,0.900,0.000
8.050,8.624,8.024,8.014,0.900,0.000
8.060,8.624,8.026,8.011,0.900,0.000
8.070,8.624,8.024,8.014,0.900,0.000
8.080,8.624,8.021,8.014,0.900,0.000
8.090,8.627,8.024,8.011,0.900,0.000
8.100,8.624,8.024,8.014,0.900,0.000
8.110,8.624,8.024,8.014,0.900,0.000
8.120,8.619,8.026,8.011,0.900,0.000
8.130,8.627,8.026,8.014,0.900,0.000
8.140,8.624,8.026,8.016,0.900,0.000
8.150,8.627,8.029,8.016,0.900,0.000
8.160,8.624,8.024,8.016,0.900,0.000
8.170,8.627,8.024,8.011,0.900,0.000
8.180,8.627,8.026,8.014,0.900,0.000
8.190,8.624,8.026,8.011,0.900,0.000
8.200,8.624,8.024,8.014,0.900,0.000
8.210,8.621,8.021,8.014,0.900,0.000
8.220,8.624,8.026,8.016,0.900,0.000
8.230,8.624,8.026,8.014,0.900,0.000
8.240,8.627,8.026,8.014,0.900,0.000
8.250,8.627,8.024,8.016,0.900,0.000
8.260,8.627,8.026,8.011,0.900,0.000
8.270,8.619,8.024,8.011,0.900,0.000
8.280,8.624,8.024,8.014,0.900,0.000
8.290,8.627,8.029,8.016,0.900,0.000
8.300,8.621,8.029,8.016,0.900,0.000
8.310,8.624,8.021,8.014,0.900,0.000
8.320,8.619,8.024,8.014,0.900,0.000
8.330,8.627,8.024,8.014,0.900,0.000
8.340,8.627,8.026,8.014,0.900,0.000
8.350,8.624,8.026,8.021,0.900,0.000
8.360,8.624,8.024,8.016,0.900,0.000
8.370,8.627,8.026,8.011,0.900,0.000
8.380,8.619,8.021,8.014,0.900,0.000
8.390,8.624,8.024,8.014,0.900,0.000
8.400,8.630,8.021,8.011,0.900,0.000
8.410,8.619,8.024,8.016,0.900,0.000
8.420,8.624,8.026,8.019,0.900,0.000
8.430,8.624,8.024,8.014,0.900,0.000
8.440,8.624,8.019,8.011,0.900,0.000
8.450,8.627,8.019,8.011,0.900,0.000
8.460,8.621,8.024,8.011,0.900,0.000
8.470,8.624,8.026,8.014,0.900,0.000
8.480,8.624,8.026,8.016,0.900,0.000
8.490,8.624,8.021,8.014,0.900,0.000
8.500,8.621,8.024,8.014,0.900,0.000
8.510,8.621,8.024,8.014,0.900,0.000
8.520,8.624,8.021,8.014,0.900,0.000
8.530,8.621,8.021,8.011,0.900,0.000
8.540,8.621,8.024,8.016,0.900,0.000
8.550,8.627,8.026,8.016,0.900,0.000
8.560,8.624,8.026,8.014,0.900,0.000
8.570,8.624,8.024,8.011,0.900,0.000
8.580,8.621,8.026,8.008,0.900,0.000
8.590,8.624,8.024,8.016,0.900,0.000
8.600,8.624,8.021,8.011,0.900,0.000
8.610,8.621,8.029,8.011,0.900,0.000
8.620,8.621,8.026,8.014,0.900,0.000
8.630,8.624,8.021,8.011,0.900,0.000
8.640,8.624,8.024,8.011,0.900,0.000
8.650,8.624,8.026,8.016,0.900,0.000
8.660,8.619,8.024,8.014,0.900,0.000
8.670,8.621,8.026,8.014,0.900,0.000
8.680,8.627,8.026,8.016,0.900,0.000
8.690,8.627,8.021,8.016,0.900,0.000
8.700,8.630,8.024,8.016,0.900,0.000
8.710,8.621,8.024,8.014,0.900,0.000
8.720,8.627,8.024,8.011,0.900,0.000
8.730,8.627,8.021,8.014,0.900,0.000
8.740,8.627,8.024,8.016,0.900,0.000
8.750,8.624,8.024,8.014,0.900,0.000
8.760,8.624,8.024,8.016,0.900,0.000
8.770,8.624,8.024,8.014,0.900,0.000
8.780,8.621,8.021,8.014,0.900,0.000
8.790,8.621,8.024,8.014,0.900,0.000
8.800,8.621,8.024,8.011,0.900,0.000
8.810,8.621,8.024,8.014,0.900,0.000
8.820,8.627,8.026,8.019,0.900,0.000
8.830,8.621,8.029,8.014,0.900,0.000
8.840,8.621,8.021,8.011,0.900,0.000
8.850,8.624,8.024,8.011,0.900,0.000
8.860,8.624,8.024,8.016,0.900,0.000
8.870,8.621,8.026,8.019,0.900,0.000
8.880,8.621,8.026,8.016,0.900,0.000
8.890,8.624,8.026,8.016,0.900,0.000
8.900,8.627,8.021,8.011,0.900,0.000
8.910,8.627,8.021,8.011,0.900,0.000
8.920,8.624,8.026,8.014,0.900,0.000
8.930,8.621,8.019,8.014,0.900,0.000
8.940,8.624,8.026,8.016,0.900,0.000
8.950,8.621,8.031,8.016,0.900,0.000
8.960,8.627,8.024,8.014,0.900,0.000
8.970,8.621,8.026,8.011,0.900,0.000
8.980,8.624,8.021,8.011,0.900,0.000
8.990,8.621,8.026,8.014,0.900,0.000
9.000,8.627,8.029,8.014,0.900,0.000
9.010,8.619,8.026,8.016,0.900,0.000
9.020,8.624,8.026,8.019,0.900,0.000
9.030,8.627,8.024,8.016,0.900,0.000
9.040,8.624,8.021,8.016,0.900,0.000
9.050,8.624,8.026,8.011,0.900,0.000
9.060,8.624,8.024,8.011,0.900,0.000
9.070,8.624,8.021,8.014,0.900,0.000
9.080,8.627,8.024,8.019,0.900,0.000
9.090,8.627,8.024,8.014,0.900,0.000
9.100,8.624,8.024,8.011,0.900,0.000
9.110,8.621,8.026,8.014,0.900,0.000
9.120,8.624,8.026,8.016,0.900,0.000
9.130,8.627,8.024,8.014,0.900,0.000
9.140,8.627,8.024,8.014,0.900,0.000
9.150,8.627,8.029,8.014,0.900,0.000
9.160,8.627,8.024,8.014,0.900,0.000
9.170,8.621,8.024,8.016,0.900,0.000
9.180,8.624,8.024,8.016,0.900,0.000
9.190,8.621,8.024,8.011,0.900,0.000
9.200,8.621,8.024,8.008,0.900,0.000
9.210,8.627,8.024,8.016,0.900,0.000
9.220,8.627,8.024,8.019,0.900,0.000
9.230,8.627,8.026,8.019,0.900,0.000
9.240,8.624,8.029,8.014,0.900,0.000
9.250,8.624,8.026,8.014,0.900,0.000
9.260,8.624,8.024,8.011,0.900,0.000
9.270,8.624,8.019,8.014,0.900,0.000
9.280,8.630,8.021,8.014,0.900,0.000
9.290,8.627,8.024,8.019,0.900,0.000
9.300,8.627,8.026,8.014,0.900,0.000
9.310,8.624,8.021,8.014,0.900,0.000
9.320,8.621,8.019,8.011,0.900,0.000
9.330,8.621,8.024,8.014,0.900,0.000
9.340,8.624,8.024,8.014,0.900,0.000
9.350,8.624,8.029,8.016,0.900,0.000
9.360,8.627,8.024,8.019,0.900,0.000
9.370,8.627,8.019,8.014,0.900,0.000
9.380,8.624,8.026,8.014,0.900,0.000
9.390,8.624,8.024,8.011,0.900,0.000
9.400,8.627,8.024,8.011,0.900,0.000
9.410,8.624,8.029,8.016,0.900,0.000
9.420,8.624,8.024,8.016,0.900,0.000
9.430,8.627,8.021,8.014,0.900,0.000
9.440,8.624,8.024,8.016,0.900,0.000
9.450,8.627,8.026,8.011,0.900,0.000
9.460,8.621,8.024,8.014,0.900,0.000
9.470,8.621,8.024,8.014,0.900,0.000
9.480,8.624,8.026,8.016,0.900,0.000
9.490,8.627,8.024,8.014,0.900,0.000
9.500,8.621,8.026,8.019,0.900,0.000
9.510,8.630,8.021,8.014,0.900,0.000
9.520,8.624,8.021,8.016,0.900,0.000
9.530,8.624,8.024,8.008,0.900,0.000
9.540,8.624,8.029,8.014,0.900,0.000
9.550,8.627,8.024,8.016,0.900,0.000
9.560,8.624,8.024,8.014,0.900,0.000
9.570,8.624,8.026,8.006,0.900,0.000
9.580,8.624,8.021,8.014,0.900,0.000
9.590,8.624,8.024,8.016,0.900,0.000
9.600,8.624,8.026,8.014,0.900,0.000
9.610,8.627,8.026,8.014,0.900,0.000
9.620,8.624,8.026,8.019,0.900,0.000
9.630,8.624,8.024,8.014,0.900,0.000
9.640,8.627,8.024,8.014,0.900,0.000
9.650,8.627,8.021,8.008,0.900,0.000
9.660,8.630,8.024,8.011,0.900,0.000
9.670,8.627,8.026,8.016,0.900,0.000
9.680,8.624,8.026,8.014,0.900,0.000
9.690,8.624,8.026,8.019,0.000,0.000
9.700,8.627,8.019,8.014,0.900,0.000
9.710,8.624,8.024,8.014,0.900,0.000
9.720,8.627,8.026,8.011,0.900,0.000
9.730,8.624,8.021,8.014,0.900,0.000
9.740,8.627,8.026,8.019,0.900,0.000
9.750,8.624,8.026,8.016,0.900,0.000
9.760,8.619,8.026,8.019,0.900,0.000
9.770,8.624,8.024,8.014,0.900,0.000
9.780,8.624,8.029,8.016,0.900,0.000
9.790,8.621,8.026,8.014,0.900,0.000
9.800,8.630,8.026,8.016,0.900,0.000
9.810,8.619,8.024,8.014,0.900,0.000
9.820,8.624,8.026,8.016,0.900,0.000
9.830,8.627,8.026,8.011,0.900,0.000
9.840,8.627,8.024,8.014,0.900,0.000
9.850,8.621,8.026,8.011,0.900,0.000
9.860,8.624,8.021,8.019,0.900,0.000
9.870,8.627,8.026,8.008,0.900,0.000
9.880,8.627,8.024,8.011,0.900,0.000
9.890,8.624,8.029,8.016,0.900,0.000
9.900,8.624,8.021,8.011,0.900,0.000
9.910,8.624,8.021,8.011,0.900,0.000
9.920,8.624,8.019,8.014,0.900,0.000
9.930,8.621,8.026,8.014,0.900,0.000
9.940,8.624,8.024,8.019,0.900,0.000
9.950,8.621,8.029,8.016,0.900,0.000
9.960,8.621,8.021,8.019,0.900,0.000
9.970,8.627,8.024,8.014,0.900,0.000
9.980,8.624,8.024,8.016,0.900,0.000
9.990,8.621,8.024,8.011,0.900,0.000
10.000,8.630,8.026,8.008,0.900,0.000
10.010,8.624,8.026,8.016,0.900,0.000
10.020,8.621,8.026,8.019,0.900,0.000
10.030,8.621,8.026,8.011,0.900,0.000
10.040,8.630,8.021,8.014,0.900,0.000
10.050,8.627,8.024,8.014,0.900,0.000
10.060,8.624,8.021,8.011,0.900,0.000
10.070,8.627,8.029,8.014,0.900,0.000
10.080,8.627,8.024,8.016,0.900,0.000
10.090,8.624,8.026,8.014,0.900,0.000
10.100,8.621,8.029,8.014,0.900,0.000
10.110,8.621,8.024,8.014,0.900,0.000
10.120,8.624,8.026,8.011,0.900,0.000
10.130,8.621,8.021,8.011,0.900,0.000
10.140,8.624,8.021,8.014,0.900,0.000
10.150,8.624,8.024,8.011,0.900,0.000
10.160,8.624,8.024,8.014,0.900,0.000
10.170,8.621,8.024,8.014,0.900,0.000
10.180,8.627,8.024,8.014,0.900,0.000
10.190,8.627,8.024,8.011,0.900,0.000
10.200,8.624,8.021,8.014,0.900,0.000
10.210,8.627,8.019,8.014,0.900,0.000
10.220,8.621,8.026,8.016,0.900,0.000
10.230,8.624,8.024,8.014,0.900,0.000
10.240,8.621,8.024,8.014,0.900,0.000
10.250,8.624,8.024,8.014,0.900,0.000
10.260,8.621,8.029,8.014,0.900,0.000
10.270,8.627,8.026,8.019,0.900,0.000
10.280,8.627,8.024,8.016,0.900,0.000
10.290,8.621,8.026,8.016,0.900,0.000
10.300,0.000,0.000,0.000,0.900,0.000
10.310,8.624,8.024,8.014,0.900,0.000
10.320,8.621,8.026,8.011,0.900,0.000
10.330,8.621,8.024,8.014,0.900,0.000
10.340,8.624,8.026,8.014,0.900,0.000
10.350,8.627,8.021,8.014,0.900,0.000
10.360,8.624,8.026,8.019,0.900,0.000
10.370,8.627,8.024,8.016,0.900,0.000
10.380,8.624,8.026,8.014,0.900,0.000
10.390,8.624,8.024,8.014,0.900,0.000
10.400,8.621,8.029,8.011,0.900,0.000
10.410,8.621,8.026,8.011,0.900,0.000
10.420,8.624,8.024,8.016,0.900,0.000
10.430,8.624,8.026,8.019,0.900,0.000
10.440,8.621,8.026,8.014,0.900,0.000
10.450,8.627,8.024,8.014,0.900,0.000
10.460,8.624,8.026,8.008,0.900,0.000
10.470,8.624,8.021,8.014,0.900,0.000
10.480,8.621,8.026,8.011,0.900,0.000
10.490,8.627,8.024,8.014,0.900,0.000
10.500,8.621,8.029,8.016,0.900,0.000
10.510,8.624,8.024,8.014,0.900,0.000
10.520,8.624,8.021,8.008,0.900,0.000
10.530,8.627,8.021,8.008,0.900,0.000
10.540,8.630,8.026,8.014,0.900,0.000
10.550,8.624,8.024,8.011,0.900,0.000
10.560,8.627,8.026,8.019,0.900,0.000
10.570,8.630,8.024,8.014,0.900,0.000
10.580,8.624,8.021,8.014,0.900,0.000
10.590,8.624,8.021,8.014,0.900,0.000
10.600,8.624,8.026,8.011,0.900,0.000
10.610,8.624,8.019,8.016,0.900,0.000
10.620,8.621,8.026,8.016,0.900,0.000
10.630,8.627,8.026,8.021,0.900,0.000
10.640,8.627,8.026,8.016,0.900,0.000
10.650,8.624,8.026,8.014,0.900,0.000
10.660,8.627,8.021,8.016,0.900,0.000
10.670,8.627,8.029,8.011,0.900,0.000
10.680,8.630,8.024,8.014,0.900,0.000
10.690,8.624,8.024,8.011,0.900,0.000
10.700,8.624,8.021,8.014,0.900,0.000
10.710,8.627,8.024,8.014,0.900,0.000
10.720,8.627,8.024,8.016,0.900,0.000
10.730,8.627,8.024,8.014,0.900,0.000
10.740,8.624,8.024,8.014,0.900,0.000
10.750,8.621,8.024,8.014,0.900,0.000
10.760,8.621,8.026,8.014,0.900,0.000
10.770,8.624,8.026,8.011,0.900,0.000
10.780,8.624,8.026,8.014,0.900,0.000
10.790,8.624,8.021,8.011,0.900,0.000
10.800,8.627,8.024,8.014,0.900,0.000
10.810,8.621,8.024,8.014,0.900,0.000
10.820,8.630,8.026,8.016,0.900,0.000
10.830,8.621,8.021,8.011,0.900,0.000
10.840,8.627,8.021,8.014,0.900,0.000
10.850,8.627,8.026,8.014,0.900,0.000
10.860,8.624,8.026,8.011,0.900,0.000
10.870,8.627,8.024,8.014,0.900,0.000
10.880,8.627,8.024,8.014,0.900,0.000
10.890,8.624,8.026,8.011,0.900,0.000
10.900,8.621,8.021,8.016,0.900,0.000
10.910,8.624,8.024,8.014,0.900,0.000
10.920,8.624,8.026,8.008,0.900,0.000
10.930,8.624,8.024,8.014,0.900,0.000
10.940,8.630,8.026,8.014,0.900,0.000
10.950,8.624,8.029,8.016,0.900,0.000
10.960,8.630,8.026,8.016,0.900,0.000
10.970,8.627,8.021,8.016,0.900,0.000
10.980,8.624,8.026,8.011,0.900,0.000
10.990,8.627,8.026,8.011,0.900,0.000
11.000,8.621,8.024,8.016,0.900,0.000
11.010,8.624,8.021,8.011,0.900,0.000
11.020,8.624,8.029,8.014,0.900,0.000
11.030,8.624,8.026,8.014,0.900,0.000
11.040,8.624,8.021,8.014,0.900,0.000
11.050,8.621,8.021,8.011,0.900,0.000
11.060,8.627,8.024,8.014,0.900,0.000
11.070,8.627,8.024,8.014,0.900,0.000
11.080,8.624,8.021,8.014,0.900,0.000
11.090,8.624,8.024,8.019,0.900,0.000
11.100,8.624,8.024,8.011,0.900,0.000
11.110,8.627,8.021,8.016,0.900,0.000
11.120,8.624,8.024,8.014,0.900,0.000
11.130,8.624,8.024,8.011,0.900,0.000
11.140,8.627,8.024,8.011,0.900,0.000
11.150,8.627,8.026,8.014,0.900,0.000
11.160,8.624,8.029,8.014,0.900,0.000
11.170,8.624,8.026,8.014,0.900,0.000
11.180,8.624,8.024,8.014,0.900,0.000
11.190,8.624,8.024,8.014,0.900,0.000
11.200,8.627,8.024,8.008,0.900,0.000
11.210,8.624,8.019,8.011,0.900,0.000
11.220,8.627,8.026,8.014,0.900,0.000
11.230,8.624,8.026,8.016,0.900,0.000
11.240,8.627,8.026,8.016,0.900,0.000
11.250,8.621,8.021,8.011,0.900,0.000
11.260,8.624,8.026,8.019,0.900,0.000
11.270,8.624,8.024,8.011,0.900,0.000
11.280,8.630,8.024,8.014,0.900,0.000
11.290,8.624,8.026,8.016,0.900,0.000
11.300,8.619,8.024,8.014,0.900,0.000
11.310,8.627,8.021,8.011,0.900,0.000
11.320,8.624,8.026,8.008,0.900,0.000
11.330,8.624,8.026,8.011,0.900,0.000
11.340,8.627,8.021,8.014,0.900,0.000
11.350,8.624,8.024,8.014,0.900,0.000
11.360,8.630,8.024,8.016,0.900,0.000
11.370,8.624,8.026,8.014,0.900,0.000
11.380,8.624,8.021,8.014,0.900,0.000
11.390,8.624,8.026,8.014,0.900,0.000
11.400,8.627,8.021,8.011,0.900,0.000
11.410,8.627,8.026,8.014,0.900,0.000
